word_id,english_word,meaning,part_of_speech,example_sentence
1,abandon,"그만두다; 버리다(abondonment 버림, 포기)",v. 동사,He decided to abandon his project due to a lack of funds.
2,ability,능력,n. 명사,She has the ability to speak three languages fluently.
3,abolish,"(제도, 법률등을)폐지하다",v. 동사,The government decided to abolish the outdated law.
4,absence,"부재; 결근, 결석",n. 명사,His long absence from work raised concerns among his colleagues.
5,absolute,"완전한, 완전무결한",adj. 형용사,Her decision was based on absolute confidence in her abilities.
6,absolutely,"절대적으로, 완전히",,
7,abstract,"추상적인, 막연한",,
8,accept,"수락하다, 승낙하다",,
9,acceptable,"용인되는, 받아들일 수 있는;
훌륭한, 만족스러운",,
10,access,"이용권한, 접근;통로, ~에 접근하다, 도달하다",,
11,accessible,출입할 수 있는; 이용할 수 있는,,
12,accidentally,"뜻하지 않게, 우연히",,
13,acclaim,"호평, 찬사",,
14,accommodate,"(건물 등이)~을 수용하다, 숙박시키다;(충분한 공간을) 제공하다
(조건, 요구 등을)만족시키다",,
15,accompany,"동행하다, 동반하다",,
16,accomplish,성취하다,,
17,accomplished,"숙련된, 노련한",,
18,accomplishment,"성과,업적",,
19,according to,~에 따라,,
20,account,계좌; 설명; 고려,,
21,accountable,책임이 있는,,
22,accounting,회계,,
23,accurate,정확한,,
24,accurately,정확하게,,
25,accustomed,익숙한,,
26,achieve,"달성하다, 성취하다",,
27,achievement,"성취, 달성",,
28,acknowledge,"인정하다; (편지 등의)수령을 알리다, 감사하다",,
29,acquaint,"~에게 숙지시키다, 잘 알게 하다",,
30,acquire,"매입하다, 취득하다
(inquire 묻다)
(inquiry 조사, 문의)",,
31,acquisition,인수; 구입한 것,,
32,act,"법령, 결의서; 행위, 행동, 결정하다, 판결을 내리다, 행동하다",,
33,active,"적극적인, 활발한",,
34,actually,"실제로, 사실은",,
35,additional,"추가의, 부가적인",,
36,address,"주소,
(어려운 문제 등을)처리하다,다루다",,
37,adequate,"충분한, 적절한
(adequately 적절히, 충분히)",,
38,adequately,적절히,,
39,adhere,"지키다, 고수하다",,
40,adjacent,인접한,,
41,adjourn,(회의 등을)휴회하다,,
42,adjust,적응하다,,
43,admission,입장,,
44,adopt,채택하다,,
45,advance,"진보, 전진",,
46,advanced,"고급의; 진보한, 앞선",,
47,advantage,"이점, 강점",,
48,adversity,"역경, 불운",,
49,advertisement,광고,,
50,advice,"조언, 충고",,
51,advisable,"바람직한, 합당한",,
52,advise,"조언해주다, 충고하다",,
53,advocate,옹호자,,
54,affect,"~에 영향을 미치다, 불리하게 작용하다",,
55,affix,(우표 등을)붙이다,,
56,affordability,감당할 수 있는 비용,,
57,affordable,"(가격이)알맞은, 감당할 수 있는",,
58,agency,"대행 회사, 대리점",,
59,agenda,"의제, 의사일정",,
60,aggressively,적극적으로,,
61,agree,동의하다,,
62,agreement,"계약, 협정; 합의",,
63,aid,"원조, 돕다",,
64,aim,"~을 겨누다, 목표, 목적",,
65,alleviate,완화하다,,
66,alliance,"동맹, 제휴",,
67,allocate,"할당하다, 배분하다
(allocation 할당)",,
68,allow,"~하게 하다, ~을 허락하다",,
69,alter,"(성질, 형상을)고치다, 바꾸다",,
70,alternative,"대안, 대체, 다른, 대신의",,
71,alternatively,"그렇지 않으면, 그 대신에",,
72,alumni,"동창생들, 졸업생들",,
73,amend,"수정하다
(amendable 개정할 수 있는)",,
74,amenity,편의 시설,,
75,amount,"액수, 양",,
76,analysis,분석,,
77,analyst,분석가,,
78,analyze,"분석하다, 분석적으로 검토하다",,
79,anniversary,기념일,,
80,announce,발표하다,,
81,announcement,"공고, 발표",,
82,annual,매년의,,
83,anonymous,"익명의, 이름을 모르는",,
84,anticipate,"예상하다, 기대하다
(anticipation 예상)",,
85,antique,골동품,,
86,apologize,사과하다,,
87,apparently,"보기에 ~한 듯한, 외관상으로는",,
88,appeal,"관심을 끌다, 매력적이다",,
89,appear,"나타나다, 출현하다",,
90,appearance,"외관, 외모",,
91,applaud,~에게 박수를 보내다; 칭찬하다,,
92,applicant,"지원자, 신청자",,
93,apply,적용하다; 지원하다,,
94,appoint,"임명하다, 지명하다",,
95,appraisal,평가,,
96,appreciate,고맙게 생각하다; 높이 평가하다; 감상하다,,
97,appreciation,감사,,
98,apprehensive,"걱정하는, 염려하는",,
99,approach,"접근법, 처리방법",,
100,appropriate,"적당한, 적합한(appropriately 적합하게)",,
101,appropriately,적절하게(appropriate 적합한),,
102,approval,"승인, 인가",,
103,approve,"승인하다, 찬성하다",,
104,approximately,대략,,
105,architect,건축가,,
106,area,"지역, 구역",,
107,argumentative,"논쟁적인, 논쟁을 좋아하는",,
108,arise,"(문제 등이)발생하다, 일어나다 = occur",,
109,arrange,"배열하다, 정돈하다",,
110,arrangement,"준비, 마련, 주선",,
111,arrive,도착하다,,
112,article,"물품, 물건; 기사, 논설",,
113,aspect,"관점, 국면",,
114,assemble,"(부품,기계 등을)조립하다;
(사람을)모으다",,
115,assent,"찬성하다, 승인, 동의
(approval 승인)
(approve 찬성하다)
(prove 증명하다)",,
116,assert,"단언하다, 주장하다 (assertion 단언, 주장)",,
117,asset,자산,,
118,assign,"배정하다, 할당하다",,
119,assignment,"일, 임무, 과제",,
120,assist,"돕다, 조력하다",,
121,associate,관련시키다,,
122,assume,"(증거는 없으나)사실이라고 생각하다;
(책임,역할을)맡다",,
123,assumption,"추정, 산정, 가정",,
124,assure,"~에게 보장하다, ~을 안심시키다, 장담하다",,
125,atmosphere,"분위기, 환경",,
126,attach,"붙이다, 접착하다, 첨부하다",,
127,attend,"참석하다, 출석하다",,
128,attendance,"출석, 출근",,
129,attention,"주의, 경청",,
130,attentive,"주의 깊은, 세심한",,
131,attentively,"주의 깊게, 조심스럽게",,
132,attire,"복장, 옷차림새",,
133,attitude,"태도, 마음가짐",,
134,attract,"끌다, 유인하다",,
135,attraction,관광 명소,,
136,attribute,(원인을)~의 덕분으로 돌리다,,
137,auction,경매,,
138,audience,"청중, 관중",,
139,audit,"회계 감사, 심사",,
140,authentic,"진정한, 진짜의, 진품의",,
141,author,"작가, 저자",,
142,authority,권한; 당국,,
143,authorize,"~을 인가하다, 권한을 부여하다.",,
144,automate,자동화하다,,
145,automotive,자동차의,,
146,availability,"(입수)가능성, 유효성, 유용성",,
147,available,"(사물이)이용 가능한;
(사람이) 시간이 있는",,
148,average,"평균치, 평균",,
149,award,"상
(reward 보상하다, 포상,보상)",,
150,aware,"알고 있는, 인식하고 있는",,
151,away,떨어져서,,
152,baggage,수화물,,
153,balance,"잔고, 차감 잔액",,
154,ban,"금지, 금지하다",,
155,banquet,"연회, 만찬",,
156,bargain,"특가품, 흥정",,
157,belongings,"소지품, 소유물",,
158,beneficial,"유익한, 이로운",,
159,benefit,"혜택, 이익, 혜택을 보다, 이익을 얻다",,
160,beverage,음료,,
161,bid,입찰,,
162,bill,"~에게 청구서를 보내다, 청구서, 계산서",,
163,biography,"약력, 전기",,
164,board,"탑승하다, 이사회",,
165,bond,채권,,
166,bonus,"상여금, 보너스",,
167,book,예약하다,,
168,boom,"붐, 호황",,
169,boost,"(경기를)부양시키다, 상승시키다",,
170,brief,"~에게 간단히 설명하다, 브리핑하다",,
171,brisk,"활발한, 호황의",,
172,broaden,넓히다,,
173,brochure,"(홍보용)소책자, 브로셔",,
174,browse,"흝어보다, 둘러보다",,
175,budget,예산,,
176,bulk,대량의,,
177,buy,"사다, 구입하다",,
178,calculate,"계산하다, 산출하다",,
179,campaign,"운동, 캠페인",,
180,cancel,취소하다,,
181,candidate,"후보자, 지원자",,
182,capability,"능력, 역량",,
183,capable,"~을 할 수 있는, ~할 능력이 있는",,
184,capacity,"용량, 수용력; 역할",,
185,careful,"조심스러운, 주의 깊은",,
186,carefully,"주의깊게, 신중히",,
187,carrier,"항공사, 수송기, 수송 회사",,
188,carry,"지니다; (물건을)팔다, 가게에 놓다",,
189,carton,(큰)판지상자,,
190,cash,현금으로 바꾸다,,
191,cater,(연회 등의)음식물을 공급하다,,
192,cause,"~을 야기하다, ~의 원인이 되다
원인",,
193,caution,"주의, 조심",,
194,cautious,"조심하는, 신중한",,
195,celebrity,"유명인사, 명사",,
196,certain,"확신하는, 확실한; 특정한",,
197,certificate,"증명서, 증서",,
198,certification,"증명서, 증명",,
199,challenging,"도전적인, 힘든",,
200,chance,"가능성, 기회",,
201,charge,"요금,청구,금액;책임,의무
~을 청구하다; (외상으로)달아놓다",,
202,check,"검사하다, 조사하다, 확인하다",,
203,check in,"체크인하다, 숙박 수속을 하다",,
204,checkup,건강 진단,,
205,chef,주방장,,
206,chemical,화학제품,,
207,choice,"선택물, 선택 사항, 선택",,
208,clarify,명확하게 하다,,
209,cleanliness,청결,,
210,clear,"맑게 갠; 명백한, 분명한
또렷하게, 완전히; 떨어져서",,
211,clearance,"정리, 없애기; 허가",,
212,clearly,명확히,,
213,clientele,"(집합적)고객들,
(변호사,건축가 등의)모든 의뢰인",,
214,closely,"면밀히, 엄밀히",,
215,closure,폐쇄,,
216,code,"규범, 관례;암호",,
217,coincidentally,"우연히, 일치하게, 동시 발생적으로
(coincident 일치하는)",,
218,collaborate,"협력하다, 공동으로 일하다",,
219,colleague,동료,,
220,collect,모으다,,
221,collection,"소장품, 수집물; 징수, 수금",,
222,collision,충돌,,
223,combination,"결합, 연합",,
224,combine,결합시키다,,
225,combined,"결합된, 합동의",,
226,comfortable,편안한,,
227,coming,다가오는,,
228,commence,시작되다,,
229,comment,"논평하다, 언급하다",,
230,commentary,"해설, 설명(comment 해설하다,논평, 주석을달다)",,
231,commercial,"상업의, 상업적인, 광고",,
232,commission,"수수료, 커미션; 위원회
(일 등을)의뢰하다, 주문하다",,
233,commit,"헌신하다, 전념하다",,
234,commitment,"헌신, 전념",,
235,committee,위원회,,
236,commodity,"상품, 산물",,
237,community,"지역 사회, 공동체",,
238,commute,통근하다,,
239,comparable,"필적하는, 비교되는",,
240,compare,비교하다,,
241,comparison,비교,,
242,compatible,"호환되는, 양립할 수 있는(compatibility 양립성, 호환성)",,
243,compensate,"보상하다
(compensation 보상)",,
244,compensation,"보상금, 보상",,
245,competent,"유능한, 능숙한
(competence 능력)",,
246,competition,경쟁,,
247,competitor,"경쟁업체, 경쟁자",,
248,compile,(자료 등을)편집하다; 모으다,,
249,complaint,불평,,
250,complete,"완료하다, 완성하다, 완료된, 완성된",,
251,completely,"전적으로, 완전히",,
252,compliance,"(명령, 법규에의)준수",,
253,complicate,복잡한(complicatedly복잡하게),,
254,complication,복잡한 문제,,
255,complimentary,"무료의, 우대의",,
256,comply,"준수하다, 따르다",,
257,component,"부품, (구성)요소",,
258,comprehensive,"종합적인, 포괄적인",,
259,compromise,"타협, 화해",,
260,compulsory,의무적인,,
261,concentrate,"집중하다, 집중시키다",,
262,concern,"우려, 걱정, 문제, 일, ~을 걱정스럽게 하다; 영향을 미치다, 관련되다.",,
263,concerned,"염려하는, 걱정하는; 관련된",,
264,condition,조건,,
265,conduct,(업무 등을)수행하다,,
266,conference,"회의, 회담",,
267,confidence,"확신, 자신, 신임",,
268,confident,자신 있는,,
269,confidential,"기밀의, 내밀한",,
270,confidentiality,"기밀, 비밀",,
271,confirm,확인하다,,
272,confirmation,"확인, 확증",,
273,conflict,"대립, 충돌, 갈등",,
274,confuse,"혼란시키다 (refuse 거절하다, 거부하다)",,
275,congestion,"(교통의)체증, 혼잡
(congest 혼잡하게 하다)",,
276,congratulate,축하하다,,
277,conscious,"알고 있는, 자각하고 있는
(consciousness : 의식)",,
278,consecutive,연속적인,,
279,consensus,"여론, 일치된 의견",,
280,consent,"동의, 허락, 동의하다
(consentaneous일치하는)",,
281,consequence,결과,,
282,conserve,"보전하다, 유지하다",,
283,consider,고려하다,,
284,considerable,(정도나 양이)상당한,,
285,considerably,"상당히, 많이",,
286,consignment,위탁 판매(consign위탁하다),,
287,consist,"구성되다, 이루어지다",,
288,consistent,"일치하는, 지속적인, 한결같은",,
289,consistently,"항상, 일관되게",,
290,constant,"지속적인, 끊임없이 계속하는",,
291,constraint,제한(=restriction),,
292,construction,"건설, 건축",,
293,constructive,건설적인,,
294,consult,"상의하다, 상담하다",,
295,consultant,"고문, 컨설턴트",,
296,consumption,"소비(량), 소모 (consumptive 소모적인)",,
297,contact,"~와 연락하다,
(상업적 목적으로)교섭하고 있는 사람",,
298,contain,포함하다,,
299,container,"용기, 그릇",,
300,contaminate,오염시키다(=pollution),,
301,contemporary,"동시대의; 현대의, 당대의",,
302,content,내용물,,
303,continually,계속해서,,
304,contract,"계약(서),계약하다, 수축하다",,
305,contractor,"계약자, 도급업자",,
306,contrary,반대,,
307,contribute,"기여하다, 공헌하다",,
308,contributor,"기고가, 공헌자",,
309,convene,"(회원 등이)모이다, (회의가)개최되다
(convener 의장,소집자)",,
310,convenience,"편의, 편리",,
311,convert,"전환하다, 변환하다",,
312,convey,(용건을)전달하다,,
313,convince,"납득시키다, 확신시키다",,
314,conviniently,편리하게,,
315,cooperate,"협력하다, 협동하다",,
316,cooperatively,"협력하여, 협조적으로",,
317,coordinate,조정하다,,
318,coordination,조정,,
319,corporatiion,"주식회사, 법인",,
320,correspondence,"편지, 통신문",,
321,corrosion,부식,,
322,cost,비용,,
323,costly,"비용이 많이 드는, 손실이 큰",,
324,courier,"급송 택배, 운반인",,
325,cover,포함하다; 지불하다; 덮다,,
326,coverage,"(보험의)보상 범위; (신문 등의)보도, 취재범위",,
327,coworker,"동료, 협력자",,
328,creative,"창조적인, 독창적인",,
329,critical,비판적인; 중요한; 위기의,,
330,crowded,"붐비는, 복잡한",,
331,cuisine,(독특한)요리,,
332,current,"현재의,; 현행의, 통용되는",,
333,currently,현재,,
334,curtail,"~을 줄이다, 삭감하다
(curtailment 단축)",,
335,curteous,예의바른,,
336,customarily,"관례상, 습관적으로",,
337,customer,고객,,
338,customs,세관,,
339,damage,"피해, 손해, 손상시키다",,
340,damaged,"손상된, 손해를 입은",,
341,deadline,"마감일, 마감 시간",,
342,deadlock,교착 상태,,
343,deal,처리하다; 거래하다; 분배하다,,
344,dealer,"판매업자, 상인",,
345,decision,"결정, 판단",,
346,declare,(세관에서)신고하다,,
347,decline,"감소, 하락,(초대,신청을)거절하다",,
348,decorate,장식하다,,
349,dedicate,"전념하다, 헌신하다, 바치다(indicate 나타내다)",,
350,dedicated,"(목표 등에)전념하는, 헌신적인",,
351,dedication,헌신,,
352,deduct,"공제하다, 빼다
(deduction 공제)",,
353,defective,결함이 있는,,
354,defer,"연기하다, 미루다
(differ 다르다)",,
355,deficient,"부족한, 불충분한",,
356,deficit,"적자, 부족액",,
357,define,"규정하다, 정의하다",,
358,defy,"저항하다; (설명,묘사등이)거의 불가능하다",,
359,degree,학위,,
360,delay,"연기하다, ~을 뒤로 미루다",,
361,delegate,(권한등을)위임하다. 대표,,
362,deliberation,"토의, 심의, 숙고
(deliberate 고의의, 숙고하다)",,
363,delinquent,"(세금 등이)연체된, 미불의",,
364,deliver,배달하다; (연설을)하다,,
365,delivery,배달,,
366,demand,"수요, 요구하다",,
367,demanding,"요구가 많은, 힘든",,
368,demonstrate,"증명하다; (모형, 실험등으로)설명하다",,
369,demonstration,"설명; 드러냄, 시연",,
370,dense,"빽빽한, 밀집한",,
371,densely,"빽빽이, 밀집하여",,
372,dental,치과의,,
373,depart,출발하다,,
374,department,"(조직, 기구의)부서",,
375,depend on,"~에 달려 있다, ~에게 의존하다",,
376,deplete,고갈시키다(depletion 고갈),,
377,deposit,"입금하다, 예금하다",,
378,depreciation,"가치 하락, 화폐의 구매력 저하
(depreciate : ~의 가치를 떨어뜨리다, 가치가 떨어지다)",,
379,depression,"불황 (depress 하락시키다, 약하게하다)",,
380,deprivation,"박탈, 상실(deprivative 박탈하는, 빼앗는)",,
381,description,"(제품등의)설명, 해설",,
382,deserve,"~할 만하다, ~할 가치가 있다",,
383,designate,"지명하다, 지정하다",,
384,designated,지정된,,
385,desire,"욕구, 갈망, 원하다, 바라다",,
386,destination,목적지,,
387,detach,"분리하다, 떼다, (attach 붙이다)",,
388,detailed,상세한,,
389,detect,"간파하다, 탐지하다",,
390,determine,"알아내다; 결정하다, 확정하다",,
391,detour,우회,,
392,develop,개발하다,,
393,development,"개발, 발전",,
394,device,장치,,
395,devise,"고안하다, 발명하다",,
396,diagnosis,진단,,
397,dietary,"식이 요법의, 규정식의",,
398,differ,"의견을 달리하다, 다르다",,
399,diligent,성실한,,
400,direct,"~에게 길을 안내하다, 가르쳐 주다",,
401,direction,"방향, 지시, 감독",,
402,directly,곧바로,,
403,director,"임원, 책임자",,
404,directory,주소록,,
405,disappoint,실망시키다,,
406,disaster,재난,,
407,discharge,방출하다,,
408,disclose,"공개하다, 드러내다",,
409,discount,할인,,
410,discuss,"논의하다, 토론하다",,
411,discussion,"토론, 토의",,
412,dismiss,"해임하다, 해고하다",,
413,dispose,"처분하다, 처리하다",,
414,dispute,"분쟁, 논쟁",,
415,disregard,"소홀히 하다, 무시하다",,
416,dissatisfaction,"불만, 불평",,
417,distract,"(주의를)산만하게 하다, 빗기게 하다(distraction 주의산만, 방심)",,
418,distribute,"배포하다, 배급하다",,
419,distributuion,"분배, 배급",,
420,district,"지역, 지구",,
421,disturb,방해하다,,
422,disturbing,"충격적인, 불안감을 주는, 방해하는",,
423,diverse,다양한,,
424,divert,"우회시키다, 다른 곳으로 돌리다",,
425,divide,"분배하다, 나누다",,
426,division,부서,,
427,do one's utmost,전력을 다하다,,
428,document,"서류, 문서",,
429,domestic,"국내의, 국산의",,
430,donation,"기증, 기부",,
431,double,두배로 만들다,,
432,downtown,"시내에서, 도심지로",,
433,dramatic,"멋진, 극적인; 급격한",,
434,dramatically,극적으로,,
435,drape,(방 등을 커튼 등으로)장식하다,,
436,drastic,"과감한, 급격한",,
437,drastically,"심하게, 과감하게, 철저하게",,
438,draw,"끌다, 끌어당기다",,
439,drive,"(차 등을)운전하다, 타고가다, 조종하다",,
440,drought,가뭄,,
441,due,"만기가 된, 지불 기일이 된;
(금전 등이)~에게 마땅히 지급되어야 할",,
442,duplicate,사본,,
443,duration,"지속 기간, 지속",,
444,duty,"관세,세금; 직무,의무",,
445,dwindle,"줄어들다, 감소되다",,
446,early,"시간상 이른, 조기의",,
447,earn,"(금전 등을)벌다; (평판을)받다, 얻다",,
448,ease,"완화시키다, 쉬움, 용이함",,
449,easily,쉽게,,
450,easy,"쉬운, 용이한",,
451,ecology,"생태, 자연환경",,
452,economical,"경제적인, 절약되는",,
453,economize,"절약하다, 아끼다",,
454,edge,"우위, 유리함; 가장자리, 끝",,
455,edition,(간행물의)판,,
456,effect,"(법률등의)효력, 효과, 영향, 결과로서 ~을 가져오다",,
457,effective,"효과적인; (법률 등이)발표되는, 시행되는",,
458,efficiency,"효율, 능률",,
459,efficient,"(기계, 방법 등이)효과적인,능률적인",,
460,efficiently,효율적으로,,
461,effort,노력,,
462,electronically,"컴퓨터 통신망으로, 컴퓨터로",,
463,elegant,"우아한, 고상한",,
464,eligible,"자격이 있는, 적격의",,
465,eliminate,제거하다(elimination 제거),,
466,emerge,"부상하다, 나타나다
(merge 합병하다)",,
467,emergency,"비상시, 비상 사태",,
468,emission,"배기가스, 방출",,
469,emphasis,"강조, 중점",,
470,emphasize,강조하다,,
471,employee,"직원, 고용인",,
472,employer,고용주,,
473,employment,고용,,
474,enable,(무엇을)가능하게 하다,,
475,enclose,"~을 동봉하다; ~을 둘러싸다, 애워싸다",,
476,enclosed,동봉된,,
477,encompass,"포함하다, 둘러싸다",,
478,encourage,"장려하다, 복돋아주다",,
479,encouragement,격려,,
480,endangered,멸종 위기에 처한,,
481,enforce,"(법률을)시행하다, 집행하다",,
482,engage,"관여하다, 종사하다",,
483,enhance,"(질 등을) 향상시키다, 높이다, 강화하다
(strengthen 강화하다)
(reinforce 보강하다, 강화하다)",,
484,enlarge,"확장하다, 확대하다",,
485,enroll,등록하다,,
486,ensure,"확실하게 하다, 보장하다",,
487,entire,전체의,,
488,entirely,완전히,,
489,entitle,자격을 주다,,
490,entrepreneur,사업가,,
491,entry,"(경기 등의)참가자, 출품물",,
492,envelope,봉투,,
493,environmental,환경적인,,
494,envision,"(장래의 일 등을)계획하다, 상상하다",,
495,epuipment,"장비, 설비",,
496,equip,"갖추다, 설비하다",,
497,especially,특히,,
498,essential,"필수적인, 극히 중요한, 본질적인",,
499,establish,설립하다,,
500,estimate,"추정하다, 추산하다, 추정(치), 추산",,
501,evaluate,평가하다,,
502,evaluation,평가,,
503,evenly,"고르게, 균등하게",,
504,eventually,"결국, 마침내",,
505,evidence,증거,,
506,evident,"분명한, 명백한,",,
507,exactly,정확히,,
508,examination,"진찰, 검사",,
509,examine,조사하다,,
510,exceed,"~을 초과하다
(exceedingly 대단히, 몹시)
(exceedably 넘을 수 있는)",,
511,excellent,훌륭한,,
512,exception,예외,,
513,exceptional,"뛰어난, 예외적인
(exception 예외, 이의, 반대)",,
514,excess,"초과, 초과량",,
515,excessive,"지나친, 과도한(excess 초과, 초과량)",,
516,excited,"신이 난, 들뜬",,
517,exclusion,"제외, 배제",,
518,exclusive,"독점적인, 배타적인",,
519,exclusively,"오로지, 독점적으로",,
520,executive,"경영의,관리의",,
521,exempt,"면제된, ~이 없는
(exemption 면제)",,
522,exhibition,전시회,,
523,existing,"기존의, 현행의",,
524,exotic,"이국적인, 매혹적인",,
525,expand,"확장하다, 확대하다",,
526,expansion,"확장, 팽창",,
527,expect,"예상하다, 기대하다",,
528,expectation,"예상, 기대",,
529,expenditure,"지출, 비용",,
530,expense,"비용, 지출",,
531,experience,"경험, 체험, 체험하다, 경험하다",,
532,experienced,"경험이 있는, 노련한, 능숙한",,
533,expert,"전문가, 전문가의, 전문적인",,
534,expertise,"전문지식, 전문기술",,
535,expiration,"(기간,임기 등의)만료, 만기",,
536,expire,(계약등이)만료되다,,
537,explain,설명하다,,
538,exploit,"착취하다, 부당하게 이용하다
(exploitation 개발,개척,약탈,착취)",,
539,explore,"조사하다, 탐구하다",,
540,exposure,노출,,
541,extend,"연장하다; (기간을)늘리다;
(감사의 뜻을)말하다, 베풀다",,
542,extended,"(기간 등을)연장한, 장기간에 걸친",,
543,extension,"연장, 연기; (전화의)내선",,
544,extensive,"광범위한, 넓은",,
545,extinction,멸종,,
546,extremely,"극도로, 대단히",,
547,fabric,"섬유, 천",,
548,face,"(문제 등에)직면하다; 향하다, 마주보다",,
549,fairly,"상당히, 꽤",,
550,fall,"(값, 가치가)하락하다",,
551,familiar,"익숙한, 친숙한",,
552,fare,교통요금,,
553,fascinating,"매혹적인, 황홀한",,
554,fatigue,피로,,
555,favorably,호의적으로; 순조롭게,,
556,feature,"특징, 특색, 특징으로 삼다, 특별히 포함하다",,
557,fee,"요금, 수수료",,
558,feedback,"의견, 반응",,
559,figure,"총액, 합계 수",,
560,file,"(서류를)정리하다, 철하다;
(서류, 신청, 고소 등을)정식으로 제기하다, 제출하다",,
561,fill,~을 채우다; (주문대로)이행하다,,
562,fill out/in,"(서류에)기입하다, 적어 넣다",,
563,finalize,"마무리 짓다, 완결하다",,
564,finally,"결국, 마침내",,
565,financial,"재정의, 금전상의",,
566,fine,벌금,,
567,fiscal,"회계의, 재정상의",,
568,flavor,"맛, 풍미",,
569,flexible,"융통성 있는; 유연한, 잘 구부러지는",,
570,focus,"집중시키다, 집중하다",,
571,follow,~을 따라가다; 주시하다; (분명히)이해하다,,
572,following,"~후에, 다음의, 다음에 오는",,
573,force,세력,,
574,forecast,(날씨의)예보,,
575,foresee,"예견하다, 예감하다",,
576,foreseeable,"예견할 수 있는
(oversee 감독하다)
(overseas 외국의)",,
577,form,"종류, 유형, 양식",,
578,formal,격식을 갖춘,,
579,formerly,이전에,,
580,fortunate,운 좋은,,
581,forward,"앞으로, (물건, 정보를)보내다",,
582,foster,"촉진하다, 육성하다",,
583,foundation,"토대, 기초",,
584,fragile,깨지기 쉬운,,
585,frequent,"빈번한, 잦은",,
586,frequently,"자주, 흔히",,
587,freshness,신선함,,
588,fuel,연료,,
589,fulfill,"(조건을)만족시키다, (약속, 의무등을)지키다, 이행하다",,
590,function,"행사, 연회",,
591,fund-raising,모금,,
592,furnished,가구가 비치된,,
593,gap,격차,,
594,give,"(연설, 수업 등을)하다",,
595,grant,"(인정하여 정식으로)수여하다, 주다,
(연구비, 장학금등의)보조금",,
596,grateful,"고마워하는, 감사하는",,
597,gratitude,"고마움, 감사",,
598,grow,"성장하다, 성장시키다, 증가시키다",,
599,growth,"성장, 발전",,
600,guarantee,"보장하다, 보장",,
601,habit,"습관, 버릇",,
602,habitat,"(동, 식물의)서식지",,
603,handle,"취급하다, 다루다",,
604,hardly,거의~하지않다,,
605,head,"(~의 방향으로)나아가다, 향하게 하다",,
606,headquarters,본부,,
607,health,"건강; (사회,기관의,)번영,안녕",,
608,heavily,"몹시, 심하게",,
609,highly,"매우, 대단히",,
610,hire,고용하다,,
611,hold,"~을 수용하다, ~을 담다;
(회의 등을)개최하다, 열다",,
612,honor,"존경, 명예",,
613,hospitality,"환대, 친절",,
614,host,(대회 등을)주최하다,,
615,ideal,이상적인,,
616,identification,"신분증, 신분 증명서",,
617,identify,"알아보다, 확인하다",,
