word_id,english_word,meaning,part_of_speech,example_sentence
618,illustrate,"분명히 보여주다, 설명하다
(illustrate 설명,해설,삽화)",,
619,immediately,"즉시, 곧",,
620,impact,"영향, 충격",,
621,impede,"저해하다, 방해하다",,
622,imperative,"반드시 해야 하는, 필수적인",,
623,implement,"실시하다, 실행하다",,
624,implication,"영향, 밀접한 관계 (implicate 관련시키다, 관련되었음을 나타내다)",,
625,imply,"암시하다, 넌지시 나타내다, 의미하다",,
626,impose,(세금 등을)부과하다,,
627,impressed,"인상 깊게 생각하는, 감명을 받은",,
628,impression,인상,,
629,impressive,"굉장한, 인상적인",,
630,improbable,"사실이라고 생각할 수 없는,
일어날 것 같지 않은
(probable 있음직한, 일어날것같은)",,
631,improve,"향상시키다, 개선하다",,
632,improvement,향상,,
633,improvise,"(연주, 연설 등을)즉흥적으로 하다, 즉석에서 만들다.",,
634,in advance,"미리, 사전에",,
635,in common,"공통으로, 공동으로",,
636,inaccessible,"접근이 불가능한, 이용이 불가능한",,
637,inaccurate,부정확한,,
638,incentive,"혜택, 장려금",,
639,incidental,부수적인,,
640,include,포함하다,,
641,inconvenience,"불편, ~에게 불편을 느끼게 하다",,
642,incorrect,부정확한,,
643,incrative,"수익성 있는, 돈벌이가 되는
(profit, earning, gainings 이익)
(income 수입, 소득)",,
644,increase,"인상, 증가, 증가하다",,
645,increasing,증가하는,,
646,increasingly,"점점, 더욱 더",,
647,incur,"(손실을)입다, (빚을)지다",,
648,independence,독립성,,
649,independent,"독립적인, 독자적인",,
650,indicate,"보여주다, 나타내다",,
651,indication,"징후, 조짐",,
652,indicator,"지표, 지수",,
653,induce,"유발하다 (reduce줄이다, 낮추다)",,
654,indulge,"빠지다, 탐닉하다",,
655,industry,산업,,
656,inexperienced,"경험없는, 미숙한",,
657,inflation,"물가상승, 인플레이션, 통화팽창",,
658,inflict,"(고통,피해를)입히다, 가하다",,
659,influence,"~에 영향을 주다, 영향",,
660,inform,~에게 알리다,,
661,information,"유익한, 정보를 주는",,
662,information,"정보, 자료",,
663,informed,"정보에 근거한
(inform 알리다, 통지하다)",,
664,infuriate,"화나게하다, 격분시키다",,
665,ingredient,"재료, 성분",,
666,inherently,"본질적으로
(inherent 본래 갖추어져 있는, 고유의)",,
667,initial,"처음의, 최초의",,
668,initially,"처음에, 초기에",,
669,initiate,"(사업 등을) 착수하다, 시작하다
(commence 시작하다)",,
670,innate,타고난,,
671,innovative,혁신적인,,
672,inquire,"문의하다, 질문하다",,
673,inquiry,"문의, 질문",,
674,insert,삽입하다,,
675,insight,"식견, 통찰력",,
676,inspect,"~을 검사하다, 조사하다",,
677,inspection,"점검, 검사",,
678,inspector,"조사관, 감독관
(inspect 검사하다)",,
679,inspiration,영감,,
680,install,"설치하다, 장치하다",,
681,installment,할부,,
682,instantly,"즉각적으로, 즉시",,
683,instruct,"지시하다, 가르치다",,
684,instruction,"설명, 지시 (instruct 가르치다, 지시하다, instructor교사, 강사)",,
685,insurance,보험,,
686,intend,~할 작정이다; 의도하다,,
687,intensify,"강화하다, 증대하다, 강렬하게 만들다.",,
688,intensively,집중적으로( intense 격렬한),,
689,intention,"의지, 의향",,
690,interact,"소통하다, 교류하다; 상호작용을 하다",,
691,interest,관심; 권리; 이자,,
692,interested,관련 있는; 관심이 있는,,
693,interfere,"방해하다, 해치다",,
694,international,국제적인,,
695,interrupt,"중단시키다, 방해하다
(interruption 방해, 중지, 중단)",,
696,intersection,"교차로, 교차지점",,
697,interview,"면접, 면접을 보다",,
698,introduce,"(신제품을)발표하다, 소개하다",,
699,inventory,"재고품, 재고목록",,
700,invest,"투자하다, 운용하다",,
701,investigation,"조사 (investigate 연구하다, 조사하다)",,
702,investment,"투자, 투자금",,
703,invoice,송장,,
704,involve,"수반하다, 포함하다; 참여시키다",,
705,involved,"관여하는, 관계된, 연루된",,
706,irrelevant,"관계가 없는, 무관한
(relevant 관계가 있는)",,
707,issue,"(출판물의)제 ~호; 문제, 쟁점",,
708,itinerary,여행 일정,,
709,join,~에 가입하다,,
710,labor,노동,,
711,lack,"~이 없다, 부족",,
712,lagislation,"법률, 법규",,
713,largely,"주로, 대부분",,
714,last,지속되다,,
715,launch,(신제품을)출시하다,,
716,lax,"(행동 등이)느슨한, 규율에 못 미치는",,
717,lead,"이글다, 지휘하다; (어떤 결과에)이르다",,
718,leadership,"리더십, 지도력",,
719,leading,"선도적인, 일류의, 가장 중요한, 선두적인",,
720,leak,"누출, 누출량",,
721,lease,임대차(계약),,
722,leave,"휴가, 떠나다, 남기다",,
723,lecture,"강의, 강연",,
724,lend,빌려주다,,
725,less,"보다 적은, 덜한",,
726,liable,책임져야 할; ~하기 쉬운,,
727,like,좋아하다,,
728,likely,~할 것 같은,,
729,limit,"한계, 제한",,
730,limited,"제한된, 한정된",,
731,live,"(라디오, TV가)생방송인",,
732,loan,"대출, 대출금",,
733,local,"지방의, 고장의",,
734,locate,"(~의 위치를)찾아내다;
~을 위치시키다",,
735,location,"장소, 위치",,
736,lower,"(양,가격을)줄이다",,
737,maintain,"유지하다, 관리하다",,
738,major,"주요한, 중대한",,
739,majority,"대부분, 대다수",,
740,make,"~을 하다, ~을 만들다",,
741,malfunction,"오작동, 기능불량",,
742,manage,~을 경영하다; 가까스로 하다,,
743,management,"경영진, 경영",,
744,managerial,관리의,,
745,mandate,"명령하다, 지시하다, 권한, 지시, 명령",,
746,mandatory,의무적인,,
747,maneuver,"이동시키다, 움직이다",,
748,manner,"방식, 태도",,
749,manual,"설명서, 안내서",,
750,manufacturer,"제조회사, 제조업자",,
751,manufacturing,제조(업)의,,
752,manuscript,원고,,
753,marginal,약간의; 주변의,,
754,mark,"점수, 평점, 표시, 축하하다",,
755,markedly,"현저하게, 눈에 띄게",,
756,market,시장,,
757,mastermind,"(계획 등의)입안자, 지도자",,
758,material,"재료, 물질",,
759,matter,"문제, 일",,
760,means,"방법, 수단",,
761,measure,"대책, 조치, 수단
측정하다",,
762,measurement,"측정, 측량; 치수",,
763,meet,"(필요,요구 등을)만족시키다",,
764,meeting,회의,,
765,mention,언급하다,,
766,merge,"합병하다, 병합하다",,
767,method,"방식, 방법",,
768,migration,"이동, 이주",,
769,minutes,회의록,,
770,misplace,"잃어버리다, 위치를 잘못 잡다",,
771,missing,"분실된, 없어진",,
772,modify,"수정하다, 일부 변경하다",,
773,monitor,"감독하다, 감시하다, 실행하다",,
774,mortgage,(담보)대출,,
775,mounting,"증가하는, 오르는",,
776,move,"옮기다, 움직이다, 조치, 수단;
이동, 이사",,
777,mutually,"서로, 상호 간에 (mutuality 상호관계, 상호의존)",,
778,narrow,(범위 등을)좁히다,,
779,narrowly,"주의 깊게, 좁게; 가까스로, 간신히, 겨우",,
780,nearly,"거의, 대략",,
781,necessarily,반드시,,
782,necessary,필요한,,
783,need,"필요, 요구, 욕구, ~할 필요가 있다.",,
784,negative,"부정적인, 비관적인",,
785,negotiation,"협상, 교섭",,
786,neutrality,"중립성, 중립",,
787,nomination,"임명, 지명",,
788,note,주목하다; 특별히 언급하다.,,
789,notice,"통지, 공고",,
790,notification,통지,,
791,notify,"~에게 통지하다, 알리다",,
792,numerous,많은,,
793,nutrition,영양,,
794,object,반대하다,,
795,objection,"반대, 이익",,
796,objective,"목표, 목적",,
797,obligation,"의무, 책임",,
798,oblige,"어쩔 수 없이 ~하게 하다,
~에게 강요하다",,
799,observe,"관찰하다, 주시하다;
(규칙 등을)준수하다, 지키다",,
800,obstruct,"(전망 등을)가리다, 차단하다;
(도로 등을)막다
(obstruction 장애물, 방해물)",,
801,obtain,"획득하다, 얻다",,
802,occasionally,"가끔, 때때로",,
803,occupancy,(호텔등의)이용률,,
804,occupation,직업,,
805,occur,"(일이)발생하다, 생기다(happen, take place)",,
806,offer,"제공하다, 제공,오퍼",,
807,official,"공무원, 관리, 공식적인",,
808,officially,공식적으로,,
809,omit,"빠뜨리다, 생략하다",,
810,on behalf of,~을 대신해서,,
811,ongoing,계속 진행 중인,,
812,operate,"(기계 등이)작동하다, 움직이다",,
813,operation,수술,,
814,opportunity,기회,,
815,option,선택권,,
816,order,"주문하다, 주문, 주문품",,
817,organization,단체,,
818,organize,"준비하다, 조직하다, 정리하다",,
819,originally,"원래, 처음에는",,
820,outcome,결과 (=consequence),,
821,outgoing,"(장소를)출발하는, 떠나는;
(지위를)떠나는",,
822,outline,"개요, 설명하다, 약술하다",,
823,outlook,전망,,
824,outstanding,우수한; (부채 등이)미지불된,,
825,overdue,"(지불,반납 등의)기한이 지난, 지불 기한이 넘은",,
826,oversee,"감독하다 (foresee예견하다, oversea해외의)",,
827,overtime,"초과근무, 야근",,
828,overview,"개요, 개관",,
829,package,"소포, 꾸러미",,
830,partially,"부분적으로, 일부분은",,
831,participant,참가자,,
832,participate,"참여하다, 참가하다",,
833,participation,"참여, 참가, 가입",,
834,particular,"특정한, 독특한, 세심한 (partocularly 특히)",,
835,particularly,특히,,
836,pass,"지나가다, 통과하다",,
837,passenger,승객,,
838,patent,"특허, 특허권, 특허품",,
839,payable,지불해야 하는,,
840,payment,"지불(금액),납입(금액)",,
841,payroll,"임금대장, 금료명부",,
842,percentage,"비율, 백분율",,
843,perform,"행하다, 실행하다",,
844,performance,"실적,성과; 공연,연주, 연기",,
845,period,"기간, 시기",,
846,periodically,주기적으로,,
847,perishable,부패하기 쉬운,,
848,permanent,영구적인,,
849,permanently,"영구적으로, 불변으로",,
850,permission,"허락, 허가",,
851,permit,"허락하다, 허가증",,
852,persist,"(집요하게)계속하다, 계속되다, 지속되다
(continue 계속되다, 계속하다)",,
853,personal,개인의,,
854,personnel,"(집합적)직원, 인원; 인사과",,
855,persuasive,설득력 있는,,
856,pharmaceutical,"제약의, 약학의",,
857,phase,단계,,
858,physician,내과의사,,
859,pick up,"~을 찾다; (사람,물건 등을) 도중에 태우다",,
860,place,"~을-한 상태에 두다;
(지시,주문,신청등을)하다",,
861,platform,승강장,,
862,pleased,"만족해하는, 기쁜",,
863,pleasing,"즐거운, 기분 좋은, 만족스러운",,
864,pleasure,"즐거움, 기쁜, 영광",,
865,policy,"규정; 보험, 증권",,
866,politely,"공손하게, 예의바르게",,
867,pollutant,오염물질,,
868,popular,인기있는,,
869,portfolio,"포트폴리오, 투자 자산 구성",,
870,position,"일자리, 직책, 두다",,
871,possible,"가능한, 있음직한",,
872,postpone,"연기하다, 뒤로 미루다",,
873,potential,잠재적인,,
874,power,"전력, 전기",,
875,praise,칭찬,,
876,precaution,"예방조치, 예방책",,
877,predict,예측하다,,
878,prefer,"(다른 것보다)~을 더 좋아하다, 선호하다",,
879,preference,선호,,
880,preferred,"선호되는, 우선의",,
881,premier,"으뜸의, 첫째의",,
882,premium,보험료,,
883,preparation,"준비, 대비",,
884,prepare,"준비하다, 채비를 갖추다",,
885,prescribe,"(약을)처방하다, 규정하다",,
886,present,"제시하다, 현재의, 참석한",,
887,presentation,발표,,
888,presently,"현재
(present, current현재의)
(latest, recent, up to date 최근의)",,
889,preserve,"보존하다, 보호하다(=conserve, maintain, retain, keep)",,
890,preside,"(회의의)사회를 보다, ~의 의장을 맡아보다",,
891,press,"언론(계),보도기관, 누르다",,
892,prevalent,"유행하고 있는, 널리 퍼진
(prevalence 보급, 유행)",,
893,prevent,"~을 막다, ~을 예방하다",,
894,prevention,"예방(prevent 예방하다, 방해하다)",,
895,previously,이전에,,
896,price,가격,,
897,prior,"전의, 먼저의",,
898,priority,"우선권, 우선사항",,
899,probable,"개연성이 높은, 유망한",,
900,procedure,절차,,
901,proceed,"(일을)진행하다, 진척되다",,
902,proceeds,수익금,,
903,process,"과정, 처리하다",,
904,processing,"가공, 처리(process 과정, 진행, 처리하다)",,
905,procrastinate,"미루다, 꾸물거리다",,
906,produce,생산하다,,
907,production,"생산량, 생산",,
908,productivity,생산성,,
909,professional,"전문적인, 직업의, 전문가",,
910,proficiency,"숙달, 능숙",,
911,proficient,"능숙한, 능한",,
912,profit,"수익, 이익",,
913,progress,"진행, 진척, 진전, 진보하다, 발전하다",,
914,prohibit,금지하다,,
915,projection,예상(치),,
916,prominent,"유명한, 두드러진",,
917,prominently,"눈에 잘 띄게, 두드러지게
(prominent 눈에 띄는)",,
918,promising,"유망한, 전망이 좋은",,
919,promote,승진시키다; 촉진하다,,
920,prompt,"즉각적인; 신속한, 촉발하다, 유도하다 (promptly 신속히)",,
921,promptly,즉시; 정각에,,
922,properly,"제대로, 정확하게",,
923,property,재산,,
924,proposal,"제안, 계획",,
925,propose,제안하다,,
926,prospect,"전망, 예상 (prospective 장래의, 미래의, 기대되는)",,
927,prospective,"장래의, 미래의",,
928,prosperity,번영 (prosper 번영하다),,
929,provide,"공급하다, 제공하다",,
930,provider,"공급자, 제공자",,
931,proximity,"가까움, 근접함",,
932,publicize,"공표하다; 광고하다, 선전하다",,
933,purchase,"구매하다, 구매",,
934,purify,정화시키다,,
935,purpose,"목적, 의도",,
936,qualified,"자격있는, 적격의",,
937,qualify,~의 자격을 얻다,,
938,quality,"품질, 질",,
939,quarter,사분기; 4분의1,,
940,quote,"견적(액), 견적을 내다",,
941,radically,"완전히, 철저히, 근본적으로
(radical 근본적인, 과격한)",,
942,raise,"높이다, 올리다; (의문을)제기하다",,
943,rapid,"빠른, 신속한",,
944,rapidly,"급속히, 빨리",,
945,rate,요금,,
946,rating,"등급, 평가",,
947,reach,"(치수,양 등이)~에 달하다;
~에 도착하다",,
948,react,"반응하다, 대응하다",,
949,reaction,반응,,
950,realistically,현실적으로,,
951,receipt,영수증,,
952,receive,"받다, 수취하다",,
953,recent,최근의,,
954,recently,최근에,,
955,reception,"환영회; (호텔, 회사, 병원 등의)접수처",,
956,recipient,수신자,,
957,recognize,"인정하다, 알아보다
(organize 조직하다)",,
958,recommend,"권고하다, 추천하다",,
959,recommendation,"추천사항, 추천",,
960,record,"기록; 경력, 이력, 기록하다",,
961,recovery,"회복, 쾌유",,
962,recruit,(신입사원등을)모집하다,,
963,recycling,재활용,,
964,redeemable,"(현금,상품과)교환할 수 있는, 환급할 수 있는( redeem 상환하다)",,
965,reduce,"줄이다, 감소시키다",,
966,reference,"추천서, 참고",,
967,reflect,"반영하다, 나타내다",,
968,reflective,반영하는,,
969,refrain,"자제하다, 삼가다",,
970,refreshments,"다과, 가벼운 음식물",,
971,refund,"환불, 환불금",,
972,refuse,거절하다,,
973,refute,"부인하다, 반박하다
(refutation 반박, 반론)",,
974,regard,"~을 -으로 간주하다, 여기다,
관심,배려",,
975,register,등록하다,,
976,regrettably,유감스럽게도,,
977,regular,정기적인; 단골의,,
978,regularly,정기적으로,,
979,regulation,규정,,
980,reimburse,"변제하다, 상환하다",,
981,reimbursement,"상환, 변제, 배상",,
982,reject,"거절하다, 거부하다",,
983,related,관련된,,
984,relation,관계,,
985,relatively,상대적으로,,
986,release,"발표하다, 공개하다, 출시, 발매",,
987,reliability,"신뢰도, 믿음직함",,
988,reliable,"믿을 만한, 신뢰할 수 있는",,
989,reliant,"의존하는, 의지하는
(reliantly 의지하여)",,
990,relieve,완화시키다,,
991,relocate,(공장 등을)이전하다,,
992,relocation,"이전, 재배치",,
993,reluctantly,"마지못해, 꺼려하여",,
994,remain,계속~한 상태이다; 아직 ~해야한다,,
995,remainder,나머지,,
996,remarkable,"현저한, 두드러진(markedly 현저하게 눈에 띄게)",,
997,remind,"~에게 상기시키다, 일깨우다",,
998,remove,"해임하다, 제거하다",,
999,renew,(계약 등을)갱신하다,,
1000,renewal,재개발,,
1001,renovate,"(낡은 건물, 가구등을)개조하다,
수리하다, 보수하다",,
1002,renovation,"수리, 개조",,
1003,renowned,"저명한, 유명한, 명성이 있는",,
1004,reorganize,"재편성하다, 재조직하다
(recognize 인식하다)
(organize 조직하다)",,
1005,repair,수리하다,,
1006,replace,"~을 교체하다, 대체하다",,
1007,replacement,"교체, 후임자",,
1008,report,"보고하다; 출두하다,
(직장,회의 등에 도착을)알리다,
보고서; 보도, 기록",,
1009,represent,~을 대표하다,,
1010,representative,"직원, 외판원; 대표자",,
1011,request,"요청, 요청하다",,
1012,require,요구하다,,
1013,required,"필수의, 의무적인",,
1014,requirement,"필요조건, 요건",,
1015,reschedule,일정을 바꾸다,,
1016,research,"연구, 조사",,
1017,reservation,"예약, 지정; 보호구역",,
1018,reserve,"예약하다, 지정하다; 보존하다",,
1019,reserved,"예약된, 예약한; 지정된",,
1020,residence,"거주지, 주택",,
1021,resignation,"사임, 사직, 사직서",,
1022,resolve,(문제 등을)해결하다,,
1023,resource,"자원, 자료",,
1024,respectful,"정중한, 존중하는",,
1025,respectively,"각각, 따로(respective 각각의)",,
1026,respond,응답하다,,
1027,respondent,응답자,,
1028,response,"응답, 대답",,
1029,responsibility,"부담, 책임, 의무",,
1030,responsible,"책임이 있는, 책임져야 할",,
1031,rest,"쉬다,휴식, 나머지",,
1032,restore,"복구하다, 회복시키다
(recovery 회복, recover되찾다, 회복하다)",,
1033,restrict,"한정하다, 제한하다",,
1034,result,"결과,(~의 결과로)되다",,
1035,resume,이력서,,
1036,resume,"재개하다, 다시 시작하다",,
1037,retail,소매,,
1038,retain,"유지하다, 보유하다",,
1039,retire,"퇴직하다, 은퇴하다",,
1040,return,"반환하다, 반송하다",,
1041,reveal,"밝히다, 누설하다",,
1042,revenue,수입,,
1043,reverse,"뒤의, 반대의",,
1044,review,"검토하다, 재조사하다",,
1045,revise,"(의견, 계획을)수정하다, 변경하다",,
1046,revised,"수정된, 변경된",,
1047,revision,"수정, 개정",,
1048,revolutionary,혁명적인,,
1049,reward,"~에 보답하다, 보상하다, 포상,보상
(award 상)",,
1050,run,"~을 운영하다, 경영하다",,
1051,safety,안전,,
1052,salary,급여,,
1053,sale,"(-s)매출액, 매상고; (할인)판매",,
1054,sample,"견본, 샘플, 표본
시식하다, (견본으로 질을)시험하다",,
1055,satisfaction,만족,,
1056,satisfactory,만족스러운,,
1057,satisfied,"만족하는, 만족스러워하는",,
1058,schedule,~을 예정하다,,
1059,search,"찾기, 수색, 조사",,
1060,seasonal,"계절의, 계절적인",,
1061,seating,(집합적)좌석 설비; 좌석 배열,,
1062,secure,"확보하다, 얻어 내다;
안전하게 지키다, 고정시키다",,
1063,securely,"(매듭 등이)단단하게, 튼튼하게",,
1064,security,"보안, 안전, 보호",,
1065,seek,"구하다, 찾다",,
1066,select,"선발하다, 선택하다",,
1067,selection,"선택된 것, 정선품",,
1068,separate,분리하다; 분류하다,,
1069,separately,"개별적으로, 따로따로",,
1070,sequence,"순서, 차례",,
1071,seriously,진지하게,,
1072,serve,"근무하다, 일하다",,
1073,settle,"해결하다, 처리하다",,
1074,severely,"엄격하게, 심하게",,
1075,share,"공유하다, 함께쓰다;
(생각, 경험, 감정을 남과)함께 나누다
몫, 지분",,
1076,shareholder,주주,,
1077,shift,"옮기다, 이동하다, 변화, 교대근무",,
1078,ship,"(배나 다른 운송 수단으로)운송하다, 수송하다, 선박, 배",,
1079,shipment,"선적, (화물의)발송;
수송품, 적하물",,
1080,short,부족한,,
1081,shorten,"단축하다, 짧게하다",,
1082,showing,"(영화, 연극의)상영; 전시",,
1083,signature,서명,,
1084,significant,"상당한; 중대한, 중요한",,
1085,significantly,"상당히, 두드러지게",,
1086,simple,단순한,,
1087,simultaneously,"동시에
(coincidentally 우연히 일치하게 동시발생적으로)",,
1088,sip,"음미하며 마시다, 홀짝거리다",,
1089,skilled,"숙련된, 노련한",,
1090,skillfully,"능숙하게, 솜씨있게",,
1091,slightly,약간,,
1092,soar,"(물가 등이)폭등하다, 높이 치솟다",,
1093,solely,"오로지, 혼자서, 전적으로",,
1094,solution,해결책,,
1095,sophisticated,"(기계가)정교한, 복잡한; 세련된",,
1096,spacious,(공간이)넓은,,
1097,spare,"아끼다, 할애하다, 예비의, 여분의",,
1098,speak,이야기 하다,,
1099,specialize,"~을 전공하다, 전문적으로 다루다",,
1100,specific,"구체적인, 명확한",,
1101,specifically,"명확하게, 분명히; 특히, 특별히",,
1102,specification,"명세서, 설명서, 사양",,
1103,specify,"명시하다 (specification 열거, 명시, 명세서)",,
1104,speculation,"추측
(speculate, suppose, guess, infer 추측하다)",,
1105,spend,"~을 쓰다, 소비하다",,
1106,spending,소비; 지출,,
1107,sponsor,"후원하다, 후원자",,
1108,stability,"안정, 안정성",,
1109,stagnant,"침체된, 불경기의, (stagnance침체, 정체, 불황)",,
1110,standard,"기준, 표준",,
1111,statement,"명세서, 성명서",,
1112,steadily,착실하게; 꾸준히,,
1113,steady,꾸준한; 안정된,,
1114,step,"단계; 조치, 수단",,
1115,stipulation,계약 조건,,
1116,stir,"휘젓다, 뒤섞다",,
1117,stock,재고; 주식,,
1118,storage,"보관소, 저장소",,
1119,strategy,전략,,
1120,strictly,엄격히,,
1121,study,연구,,
1122,subject,"~의 영향을 받기 쉬운;
(동의 등을)조건으로 하는,
~에게(~을) 받게 하다",,
1123,submit,제출하다,,
1124,subscribe,구독하다,,
1125,subscriber,"가입자, 구독자",,
1126,subscription,(정기발행물의) 구독,,
1127,subsequent,"차후의, 그 다음의",,
1128,substantial,상당한,,
1129,substantially,"크게, 상당히
(substantial 상당한, 재력이 있는)",,
1130,substitute,"대용품, 대신하다(substitution 대용, 대체)",,
1131,succeed,"성공하다, 뒤를 잇다",,
1132,success,"성과, 성공",,
1133,successful,"성공적인, 성공한",,
1134,successfully,성공적으로,,
1135,sufficiently,"충분히(sufficient 충분한, 충분)",,
1136,suggest,"제안하다, 추천하다",,
1137,suggestion,제안,,
1138,suitcase,여행가방,,
1139,summarize,요약하다,,
1140,summary,"요약, 개요
(emphasize 강조하다)",,
1141,superb,"최고의, 뛰어난",,
1142,superior,"우수한, 상급의",,
1143,supervise,"감독하다, 지도하다",,
1144,supervision,감독,,
1145,supply,"공급하다, 공급; (-s)비품, 소모품",,
1146,support,"후원, 원조, 지지, 지원하다,
후원하다; 살게하다,
(생명, 기력 등을)유지하다",,
1147,suppose,"생각하다, 추측하다(guess, infer 추측하다)",,
1148,surpass,"~을 능가하다, 넘어서다",,
1149,survey,설문조사,,
1150,susceptible,"~에 감염되기 쉬운, 영향 받기 쉬운",,
1151,symtom,증상,,
1152,tailored,"맞춤의, 주문에 따라 맞춘",,
1153,target,"목표, 목표로 삼다",,
1154,temporarily,"일시적으로
(temporary 일시적인, 잠정적인, 임시고용인)",,
1155,temporary,임시의,,
1156,tend,"~하는 경향이 있다, ~하기 쉽다",,
1157,tentative,"임시적인, 잠정적인",,
1158,tentatively,"임시로, 시험적으로
(tentative 시험적인, 임시의, 가설)",,
1159,term,"조건; 임기, 기한",,
1160,terminate,"끝내다, 종결시키다",,
1161,thoroughly,"철저하게, 완전히, 대단히",,
1162,thrive,"번영하다, 성공하다",,
1163,tighly,"단단히, 꽉",,
1164,timely,"시기적절한, 때를 맞춘",,
1165,total,"총계의, 전부의",,
1166,totally,"완전히, 전적으로",,
1167,tour,"(공장,시설 등의)견학, 짧은 여행",,
1168,tow,견인하다,,
1169,training,"교육, 훈련",,
1170,transaction,"거래, 업무",,
1171,transfer,보내다; 전근시키다,,
1172,transform,"바꾸다, 변모시키다",,
1173,transit,"교통, 수송, 통과하다",,
1174,transmit,"전염시키다(transmittable 전염가능한, 유전가능한)",,
1175,transportation,"교통(수단), 운송 수단",,
1176,treatment,"대우, 처우",,
1177,trim,"(깍아)다듬다, 없애다; 삭감하다",,
1178,trust,"신뢰, 신임, 믿다, 신뢰하다",,
1179,turnover,"총 매상고, 거래액; 이직률",,
1180,typically,"보통, 일반적으로",,
1181,unable,~할 수 없는,,
1182,unanimous,"만장일치의, 동의하는
(unanimously  만장일치로)",,
1183,unanimously,"만장일치로
(unanimous 만장일치의)
(anonymously 익명으로, 특색없이)",,
1184,unavailable,"이용할 수 없는, 구할 수 없는",,
1185,uncertain,"확신이 없는, 불확실한",,
1186,undergo,"겪다, 거치다, 경험하다",,
1187,understanding,이해심 있는,,
1188,undertake,(일을)떠맡다,,
1189,unexpected,예기치 않은,,
1190,union,노동조합,,
1191,unlimited,무제한의,,
1192,unoccupied,"(집 등이)비어 있는, 사람이 살지 않는
(occupy 차지하다, 점유하다)",,
1193,unprecedented,"전례 없는
(precedented 전례가 있는)",,
1194,unstable,"불안정한, 변하기 쉬운",,
1195,upcoming,"곧 있을, 다가오는",,
1196,update,"갱신, 개정, 갱신하다,
최신의 것으로 하다",,
1197,upgrade,"업그레이드, 개량형
업그레이드하다, 개선하다",,
1198,usually,"보통, 일반적으로",,
1199,utility,공공시설; 공공요금,,
1200,utilize,"이용하다, 활용하다",,
1201,valid,유효한,,
1202,variety,"다양성, 변화",,
1203,various,"여러 가지의, 가지각색의",,
1204,vary,"다르다, 다양하다",,
1205,vehicle,"차량, 운송 수단",,
1206,vendor,"노점상, 가판대; 판매업체",,
1207,very,"매우, 대단히, 아주",,
1208,vital,필수적인,,
1209,voluntarily,자발적으로,,
1210,wage,"임금, 급료",,
1211,waive,"(규칙 등을)적용하지 않다,
(권리,청구등을)포기하다
(abandon 버리다, 단념하다, 그만두다)",,
1212,wane,"감소, 감퇴",,
1213,warehouse,"창고, 저장소",,
1214,warranty,"(품질 등의)보증, 보증서",,
1215,waste,"쓰레기, 폐기물",,
1216,welcome,"반가운, 기꺼이 받아들여지는",,
1217,whole,"전체의, 온전한",,
1218,widely,널리,,
1219,withdrawal,(예금의)인출,,
1220,workshop,"워크숍, 연수",,
1221,worth,"~의 가치가 있는, (얼마)어치, 가치",,
1222,yield,"(이윤을) 가져오다, 산출하다",,
